s1_edad,s1_genero,s1_experiencia_clinica,s1_educacion,s1_titulo_terciario,s1_titulo,s1_no_titulo_universitario,s1_horas_semana_pacientes_atendidos,s1_contexto_trabajo,s1_orientacion_teo,s1_marco_teo_terapia_basada_arte,s1_marco_teo_psa,s1_marco_teo_tcc,s1_marco_teo_humanista,s1_marco_teo_eclectico,s2_evidencia_cientifica,s2_experiencia_personal,s2_entrenamiento_clinica,s2_tratamiento_preferencia_consultantes,s2_intuicion,s2_terapia_personal,s3_tratamiento_personal_consultantes,s3_investigacion_empirica_ensayos_controlados,s3_supervision,s3_estudios_de_caso,s3_discusion_pares,s3_libros,s3_observaciones_casos_clinicos,s3_medidas_resultado,s3_guias_manuales_clinicos,s4_apertura_terapias_desarrolladas_por_investigadores,s4_actualizacion_info_cientifica,s4_formacion_enfasis_investigacion,s4_supervisores_terapia_evidencia_requerimiento,s4_tratamientos_cientificos_eficientes,s4_atraer_consultantes_con_tbe,s4_hallazgos_cientificos_practica_diaria,s4_nueva_terapia_intento,s4_interes_aprender_tbe,s4_tratamientos_utilizados_base_empirica,s4_complejidad_consultantes_ensayos_clinicos,s4_consultantes_prefieren_otros_tratamientos,s4_terapia_manualizada,s4_diagnosticos_utilizados_son_simples,s4_tratamientos_preferencia_no_probados_ensayo_controlado,s4_enfoque_tratamiento_individual,s4_no_tiempo_aprender_tbe,s4_capacitacion_tbe_demasiado_dinero,s4_no_saber_tbe,s4_entrenamiento_clinico_no_info_tbe,s4_alianza_terapeutica_mas_importante,s4_terapias_igualmente_efectivas,s4_empleador_no_fondos_capacitacion_tbe,s4_exp_clinica_mas_importante_que_evidencia_cientifica,provincia_residencia,consentimiento_informado
56.0,Masculino,25.0,Posdoctorado,,Lic. en Psicología,,75.0,"Ámbito Privado, Obra Social o Prepaga",Ecléctico (más de una de estas opciones),,,,,EMDR,1.0,7.0,4.0,3.0,7.0,7.0,4.0,1.0,1.0,1.0,4.0,4.0,3.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,7.0,Tierra del Fuego,1.0
27.0,Femenino,1.7,Licenciatura de Grado,,Lic. en Psicología,,15.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia de Aceptación y Compromiso, Terapia Analítico Funcional",,,6.0,7.0,7.0,,2.0,2.0,6.0,1.0,7.0,1.0,7.0,7.0,6.0,2.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,3.0,1.0,3.0,2.0,1.0,6.0,1.0,4.0,1.0,1.0,5.0,2.0,0.0,1.0,Santiago del Estero,7.0
28.0,Femenino,3.0,Diplomatura y curso de posgrado ,,Lic. en Psicología,,32.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Conducta, Terapia de Aceptación y Compromiso, Terapia basada en Mindfulness",,,7.0,7.0,7.0,4.0,,4.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,5.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,2.0,Provincia de Buenos Aires,4.0
34.0,Femenino,4.0,Licenciatura de Grado,,Lic. en Psicología,,44.0,"Ámbito Público (hospital u otro), Ámbito Privado",Humanista,,,,"Gestáltica, EMDR",,4.0,2.0,4.0,,5.0,7.0,5.0,0.0,0.0,3.0,6.0,5.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,4.0,4.0,7.0,5.0,6.0,6.0,6.0,0.0,4.0,4.0,4.0,7.0,1.0,3.0,4.0,0.0,5.0,3.0,0.0,4.0,Salta,5.0
27.0,Femenino,1.1,Carrera de Especialización,,Lic. en Psicología,,35.0,"Ámbito Privado, Obra Social o Prepaga",Terapias Cognitivas/Comportamentales,,,"Análisis Conductual Aplicado, Terapia de Conducta, Terapia de Aceptación y Compromiso, Terapia Dialéctico Conductual, Terapia basada en Mindfulness",,,7.0,1.0,6.0,1.0,3.0,7.0,5.0,4.0,7.0,4.0,6.0,6.0,3.0,5.0,7.0,4.0,7.0,4.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,6.0,1.0,1.0,5.0,1.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,0.0,2.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
33.0,Femenino,8.0,Beca de Perfeccionamiento,Becario de Perfeccionamiento en Abordajes grupales y promoción y prevención de la salud infanto juvenil,Lic. en Psicología,,25.0,"Ámbito Público (hospital u otro), Ámbito Privado",Ecléctico (más de una de estas opciones),,,,,"Integrativo, puntualmente en abordajes grupales donde utilizo tecnicas tanto sistemicas como cognitivas y conductuales y el uso de juego terapéutico",6.0,7.0,7.0,1.0,5.0,2.0,4.0,1.0,5.0,5.0,6.0,6.0,5.0,4.0,5.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,1.0,5.0,5.0,5.0,7.0,1.0,6.0,1.0,6.0,1.0,1.0,7.0,2.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
27.0,Femenino,0.11,Licenciatura de Grado,Licenciada en Psicología ,Lic. en Psicología,,40.0,"Ámbito Privado, Obra Social o Prepaga",Terapias Cognitivas/Comportamentales,,,"Análisis Conductual Aplicado, Terapia Cognitiva, Terapia de Conducta",,,7.0,3.0,7.0,1.0,1.0,1.0,5.0,5.0,6.0,5.0,4.0,7.0,4.0,6.0,6.0,7.0,7.0,1.0,6.0,7.0,5.0,6.0,4.0,6.0,5.0,4.0,1.0,1.0,5.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,Provincia de Buenos Aires,7.0
27.0,Femenino,0.11,Posgrado,,Lic. en Psicología,,7.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Conducta, Terapia de Aceptación y Compromiso, Terapia Dialéctico Conductual",,,7.0,7.0,5.0,5.0,4.0,7.0,4.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,4.0,7.0,4.0,4.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,1.0,1.0,7.0,1.0,1.0,4.0,Provincia de Buenos Aires,7.0
55.0,Femenino,25.0,Máster,Magister en Salud Publica,Lic. en Psicología,,18.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Conducta, Terapia basada en Mindfulness",,,7.0,6.0,5.0,1.0,1.0,3.0,4.0,2.0,5.0,3.0,7.0,7.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,4.0,4.0,6.0,1.0,6.0,7.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,5.0,1.0,6.0,1.0,1.0,0.0,3.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
33.0,Femenino,0.6,Licenciatura de Grado,,Lic. en Psicología,,3.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia de Conducta, Terapia de Aceptación y Compromiso, Terapia Analítico Funcional",,,7.0,7.0,7.0,1.0,3.0,1.0,7.0,1.0,4.0,1.0,7.0,7.0,5.0,4.0,4.0,4.0,7.0,4.0,5.0,7.0,7.0,5.0,1.0,7.0,7.0,6.0,2.0,7.0,0.0,1.0,4.0,1.0,4.0,1.0,7.0,2.0,7.0,4.0,4.0,Córdoba,7.0
36.0,Femenino,1.0,Licenciatura de Grado,,Lic. en Psicología,,35.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,Terapia Cognitiva,,,7.0,3.0,1.0,1.0,1.0,7.0,6.0,1.0,7.0,1.0,7.0,7.0,6.0,1.0,7.0,5.0,7.0,1.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,1.0,5.0,2.0,4.0,6.0,6.0,2.0,7.0,7.0,1.0,0.0,3.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
34.0,Femenino,4.0,Licenciatura de Grado,,Lic. en Psicología,,24.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Conducta, Terapia de Aceptación y Compromiso",,,5.0,3.0,4.0,2.0,6.0,4.0,5.0,4.0,3.0,2.0,6.0,6.0,2.0,2.0,5.0,3.0,5.0,4.0,0.0,2.0,7.0,6.0,5.0,4.0,4.0,7.0,4.0,7.0,7.0,3.0,7.0,7.0,7.0,5.0,2.0,3.0,6.0,0.0,6.0,Ciudad Autónoma de Buenos Aires (CABA),5.0
46.0,Femenino,2.0,Carrera de Especialización,Lic. En Psicología,Lic. en Psicología,,15.0,Ámbito Privado,Psicoanálisis,,Freudiano,,,,1.0,5.0,6.0,4.0,1.0,7.0,2.0,3.0,5.0,4.0,6.0,7.0,6.0,4.0,5.0,5.0,6.0,4.0,3.0,6.0,7.0,7.0,7.0,7.0,2.0,5.0,7.0,4.0,5.0,3.0,7.0,1.0,4.0,6.0,0.0,7.0,2.0,0.0,4.0,Provincia de Buenos Aires,7.0
26.0,Femenino,0.2,Programa de actualización de posgrado en curso ,,Lic. en Psicología,,14.0,Ámbito Privado,Psicoanálisis,,"Lacaniano, Freudiano, Formación de psicoanalis con perspectiva de género y diversidad ",,,,3.0,3.0,4.0,2.0,5.0,7.0,7.0,1.0,7.0,4.0,7.0,7.0,7.0,0.0,4.0,7.0,7.0,2.0,3.0,4.0,4.0,6.0,7.0,7.0,1.0,7.0,6.0,0.0,0.0,0.0,7.0,1.0,7.0,1.0,7.0,7.0,1.0,7.0,4.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
35.0,Femenino,10.6,Carrera de Especialización,,Lic. en Psicología,,32.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Análisis Conductual Aplicado, Terapia Cognitiva, Terapia de Aceptación y Compromiso",,,7.0,5.0,6.0,,,,7.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,5.0,7.0,7.0,5.0,4.0,4.0,5.0,7.0,4.0,7.0,5.0,7.0,4.0,3.0,5.0,1.0,4.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,4.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
33.0,Femenino,7.0,Carrera de Especialización,,Lic. en Psicología,,20.0,Ámbito Privado,Analista bioenergetica,,,,,,3.0,5.0,7.0,3.0,5.0,6.0,3.0,2.0,7.0,4.0,7.0,7.0,4.0,3.0,2.0,5.0,6.0,2.0,1.0,0.0,0.0,5.0,0.0,4.0,2.0,0.0,4.0,6.0,0.0,0.0,4.0,0.0,0.0,1.0,5.0,1.0,2.0,0.0,4.0,Provincia de Buenos Aires,4.0
32.0,Masculino,2.0,Licenciatura de Grado,,Lic. en Psicología,,16.0,"Ámbito Privado, Obra Social o Prepaga",Ecléctico (más de una de estas opciones),,,,,"Terapias Cognitivas/Comportamentales, Psicoanálisis",5.0,6.0,4.0,,,1.0,5.0,1.0,0.0,2.0,4.0,5.0,2.0,2.0,3.0,7.0,0.0,1.0,1.0,0.0,1.0,7.0,6.0,7.0,5.0,6.0,1.0,4.0,0.0,4.0,4.0,2.0,4.0,0.0,7.0,1.0,2.0,1.0,2.0,Ciudad Autónoma de Buenos Aires (CABA),6.0
28.0,Femenino,1.2,Máster,,Lic. en Psicología,,30.0,"Ámbito Privado, Obra Social o Prepaga",Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Conducta, Terapia basada en Mindfulness",,,6.0,1.0,3.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,1.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,4.0,4.0,0.0,0.0,7.0,4.0,7.0,1.0,1.0,2.0,4.0,0.0,4.0,Provincia de Buenos Aires,7.0
49.0,Femenino,10.0,Licenciatura de Grado,,Lic. en Psicología,,30.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Aceptación y Compromiso, Terapia Dialéctico Conductual",,,7.0,7.0,7.0,7.0,1.0,7.0,7.0,1.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,5.0,2.0,5.0,5.0,1.0,7.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,3.0,Provincia de Buenos Aires,5.0
30.0,Femenino,7.5,Carrera de Especialización,Lic psicología. Especialización en neuropsicologia clinica,Lic. en Psicología,,40.0,"Ámbito Público (hospital u otro), Ámbito Privado, Clases.",Neuropsicología. ,,,,,,7.0,4.0,7.0,7.0,,5.0,6.0,7.0,2.0,4.0,1.0,6.0,2.0,7.0,4.0,7.0,7.0,7.0,0.0,7.0,0.0,7.0,2.0,7.0,7.0,4.0,1.0,0.0,2.0,1.0,7.0,1.0,5.0,1.0,1.0,7.0,2.0,7.0,2.0,Provincia de Buenos Aires,2.0
34.0,Femenino,0.4,Licenciatura de Grado,,Lic. en Psicología,,10.0,Ámbito Privado,Ecléctico (más de una de estas opciones),,,,,"Humanista, Terapias Cognitivas/Comportamentales, Psicodinámica, Sistémica",5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,7.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,1.0,1.0,2.0,2.0,1.0,5.0,3.0,5.0,2.0,2.0,6.0,2.0,0.0,4.0,Provincia de Buenos Aires,7.0
27.0,Femenino,1.1,Licenciatura de Grado,,Lic. en Psicología,,20.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia de Aceptación y Compromiso, Terapia Analítico Funcional",,,6.0,7.0,7.0,2.0,2.0,2.0,6.0,0.0,6.0,3.0,6.0,7.0,7.0,3.0,7.0,7.0,7.0,6.0,7.0,7.0,4.0,7.0,6.0,7.0,7.0,4.0,2.0,2.0,2.0,0.0,5.0,2.0,4.0,1.0,1.0,6.0,3.0,0.0,1.0,Santiago del Estero,7.0
32.0,Femenino,4.0,Licenciatura de Grado,,Lic. en Psicología,,20.0,"Ámbito Privado, Obra Social o Prepaga",Terapias Cognitivas/Comportamentales,,,"Terapia de Aceptación y Compromiso, Terapia Dialéctico Conductual, Terapia basada en Mindfulness",,,7.0,7.0,7.0,4.0,,,3.0,5.0,2.0,7.0,3.0,7.0,7.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,7.0,0.0,0.0,1.0,4.0,6.0,7.0,4.0,4.0,4.0,6.0,7.0,1.0,Salta,6.0
30.0,Masculino,7.0,Máster,,Lic. en Psicología,,20.0,"Ámbito Público (hospital u otro), Ámbito Privado",Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Conducta, Terapia de Aceptación y Compromiso",,,7.0,6.0,5.0,1.0,,5.0,4.0,6.0,7.0,5.0,5.0,7.0,7.0,6.0,7.0,6.0,7.0,0.0,5.0,6.0,3.0,7.0,5.0,7.0,7.0,7.0,4.0,7.0,6.0,5.0,7.0,1.0,3.0,1.0,4.0,3.0,2.0,7.0,2.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
25.0,Femenino,0.1,Licenciatura de Grado,,Lic. en Psicología,,4.0,Ámbito Público (hospital u otro),Terapias Cognitivas/Comportamentales,,,Análisis Conductual Aplicado,,,7.0,6.0,5.0,5.0,1.0,1.0,4.0,6.0,7.0,7.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,0.0,6.0,4.0,6.0,6.0,5.0,7.0,7.0,7.0,4.0,1.0,4.0,0.0,5.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,2.0,Provincia de Buenos Aires,7.0
27.0,Femenino,2.7,Carrera de Especialización,Esp. En terapia cognitiva conductual ,Lic. en Psicología,,25.0,"Ámbito Privado, Obra Social o Prepaga",Terapias Cognitivas/Comportamentales,,,"Análisis Conductual Aplicado, Terapia Racional Emotiva, Terapia Cognitiva, Terapia de Conducta, Terapia de Aceptación y Compromiso, Terapia basada en Mindfulness",,,7.0,7.0,6.0,4.0,3.0,5.0,6.0,4.0,7.0,4.0,5.0,5.0,2.0,5.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,3.0,2.0,2.0,1.0,7.0,1.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,Provincia de Buenos Aires,6.0
33.0,Masculino,0.3,Licenciatura de Grado,,Lic. en Psicología,,6.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Análisis Conductual Aplicado, Terapia Racional Emotiva, Terapia Cognitiva, Terapia de Conducta",,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,2.0,3.0,6.0,1.0,1.0,6.0,7.0,7.0,1.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,5.0,0.0,2.0,5.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,0.0,1.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
30.0,Femenino,3.0,Licenciatura de Grado,,Lic. en Psicología,,30.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, EMDR",,,7.0,6.0,6.0,4.0,5.0,5.0,7.0,5.0,6.0,6.0,6.0,4.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,7.0,6.0,7.0,5.0,1.0,5.0,1.0,4.0,1.0,3.0,3.0,3.0,2.0,1.0,0.0,3.0,Salta,7.0
40.0,Femenino,17.0,Carrera de Especialización,,Lic. en Psicología,,70.0,Ámbito Privado,Psicoanálisis,,Freudiano,,,,4.0,7.0,7.0,7.0,2.0,6.0,7.0,4.0,6.0,5.0,6.0,7.0,7.0,5.0,7.0,6.0,7.0,3.0,4.0,0.0,4.0,5.0,7.0,7.0,6.0,6.0,4.0,5.0,4.0,0.0,4.0,1.0,7.0,6.0,7.0,4.0,2.0,4.0,3.0,Provincia de Buenos Aires,7.0
34.0,Femenino,11.0,Licenciatura de Grado,,Lic. en Psicología,,18.0,Ámbito Privado,Psicoanálisis,,"Lacaniano, Freudiano, Kleiniano",,,,3.0,,,,,,4.0,2.0,6.0,2.0,7.0,3.0,4.0,0.0,2.0,4.0,4.0,3.0,1.0,0.0,0.0,3.0,4.0,1.0,4.0,4.0,6.0,4.0,4.0,4.0,7.0,4.0,4.0,1.0,6.0,6.0,1.0,0.0,4.0,Ciudad Autónoma de Buenos Aires (CABA),6.0
35.0,Femenino,1.8,Licenciatura de Grado,,Lic. en Psicología,,10.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Conducta, Terapia basada en Mindfulness",,,7.0,7.0,7.0,3.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,7.0,1.0,7.0,1.0,1.0,7.0,4.0,Ciudad Autónoma de Buenos Aires (CABA),4.0
32.0,Femenino,3.0,Licenciatura y Profesorado también ,,Lic. en Psicología,,45.0,"Ámbito Público (hospital u otro), Obra Social o Prepaga",Metacognitiva y sistémica ,,,,,,7.0,7.0,7.0,1.0,1.0,7.0,7.0,7.0,4.0,1.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,4.0,7.0,0.0,7.0,4.0,7.0,7.0,7.0,4.0,4.0,4.0,1.0,7.0,1.0,7.0,1.0,7.0,1.0,1.0,7.0,4.0,Provincia de Buenos Aires,7.0
29.0,Femenino,4.0,Carrera de Especialización,,Lic. en Psicología,,20.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,"Terapia de Conducta, Terapia de Aceptación y Compromiso",,,7.0,6.0,6.0,2.0,1.0,6.0,4.0,6.0,6.0,3.0,6.0,6.0,4.0,2.0,4.0,5.0,7.0,6.0,7.0,6.0,5.0,6.0,6.0,7.0,7.0,7.0,4.0,4.0,5.0,3.0,6.0,1.0,7.0,1.0,1.0,2.0,1.0,0.0,1.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
35.0,Femenino,9.0,Licenciatura de Grado,,Lic. en Psicología,,6.0,Ámbito Privado,Ecléctico (más de una de estas opciones),,,,,"Terapias Cognitivas/Comportamentales, Psicoanálisis",3.0,7.0,7.0,4.0,,7.0,7.0,2.0,7.0,0.0,6.0,6.0,6.0,1.0,3.0,7.0,4.0,2.0,1.0,4.0,5.0,5.0,7.0,5.0,4.0,2.0,5.0,2.0,2.0,5.0,7.0,2.0,7.0,3.0,6.0,2.0,4.0,0.0,5.0,Provincia de Buenos Aires,3.0
38.0,Masculino,6.0,Licenciatura de Grado,,Lic. en Psicología,,25.0,Ámbito Privado,Conductuales contextuales (ACT),,,,,,6.0,5.0,4.0,,2.0,3.0,5.0,4.0,1.0,0.0,7.0,6.0,5.0,0.0,6.0,6.0,7.0,2.0,1.0,4.0,4.0,7.0,5.0,7.0,7.0,7.0,4.0,5.0,4.0,1.0,5.0,1.0,4.0,4.0,6.0,7.0,3.0,0.0,5.0,Córdoba,3.0
31.0,Femenino,6.0,Carrera de Especialización,,Lic. en Psicología,,40.0,"Ámbito Público (hospital u otro), Ámbito Privado",Ecléctico (más de una de estas opciones),,,,,"Terapias Cognitivas/Comportamentales, Sistémica",7.0,7.0,6.0,7.0,6.0,,7.0,4.0,1.0,4.0,6.0,4.0,5.0,4.0,4.0,6.0,0.0,5.0,0.0,4.0,4.0,7.0,4.0,7.0,7.0,7.0,4.0,5.0,5.0,2.0,5.0,4.0,4.0,2.0,1.0,5.0,5.0,7.0,4.0,Mendoza,3.0
39.0,Femenino,2.0,Licenciatura de Grado,,Lic. en Psicología,,16.0,Ámbito Privado,Terapias Cognitivas/Comportamentales,,,Terapia Cognitiva,,,7.0,7.0,7.0,5.0,,1.0,7.0,5.0,7.0,6.0,7.0,7.0,1.0,5.0,7.0,4.0,7.0,7.0,7.0,7.0,0.0,7.0,1.0,7.0,7.0,6.0,4.0,6.0,0.0,1.0,6.0,1.0,7.0,1.0,1.0,2.0,1.0,0.0,1.0,Provincia de Buenos Aires,7.0
28.0,Femenino,3.1,Diplomado,Diplomada en Psicoterapias Conductuales Contextuales,Lic. en Psicología,,20.0,"Ámbito Público (hospital u otro), Ámbito Privado",Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Conducta, Terapia de Aceptación y Compromiso, Terapia Dialéctico Conductual",,,7.0,7.0,7.0,6.0,6.0,4.0,7.0,6.0,5.0,5.0,5.0,7.0,1.0,2.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,6.0,1.0,6.0,4.0,2.0,7.0,1.0,Misiones,2.0
58.0,Femenino,35.0,Posdoctorado,,Lic. en Psicología,,12.0,Ámbito Privado,Psicoanálisis,,Intersubjetivo,,,,5.0,7.0,7.0,7.0,,7.0,7.0,1.0,4.0,7.0,7.0,7.0,7.0,1.0,1.0,4.0,0.0,0.0,4.0,1.0,1.0,7.0,4.0,4.0,7.0,7.0,0.0,0.0,4.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,7.0,4.0,4.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
36.0,Femenino,5.0,lincenciatura y posgrados,,Lic. en Psicología,,40.0,"Ámbito Público (hospital u otro), Ámbito Privado, Obra Social o Prepaga",Ecléctico (más de una de estas opciones),,,,,"Terapias Cognitivas/Comportamentales, Psicoanálisis, Sistémica",3.0,6.0,6.0,4.0,4.0,5.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,2.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,7.0,0.0,6.0,5.0,5.0,5.0,7.0,1.0,7.0,1.0,1.0,5.0,1.0,7.0,6.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
29.0,Femenino,1.2,Carrera de Especialización,,Lic. en Psicología,,25.0,"Ámbito Privado, Clínica particular",Dbt,,,,,,7.0,1.0,1.0,1.0,1.0,7.0,7.0,0.0,7.0,0.0,7.0,7.0,1.0,4.0,4.0,0.0,7.0,7.0,7.0,7.0,0.0,7.0,1.0,7.0,7.0,7.0,1.0,0.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,Ciudad Autónoma de Buenos Aires (CABA),7.0
60.0,Femenino,4.0,Carrera de Especialización,Lic Psicologia,Lic. en Psicología,,10.0,"Ámbito Público (hospital u otro), Ámbito Privado",Psicoanálisis,,"Lacaniano, Freudiano",,,,6.0,6.0,4.0,5.0,3.0,7.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,5.0,Ciudad Autónoma de Buenos Aires (CABA),6.0
47.0,Femenino,15.0,Licenciatura de Grado,,Lic. en Psicología,,25.0,Ámbito Privado,Psicoanálisis,,"Freudiano, Posfreudiano, Intersubjetivo. Con enfoque de género ",,,,4.0,7.0,7.0,4.0,3.0,7.0,7.0,0.0,7.0,0.0,7.0,7.0,7.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,6.0,Provincia de Buenos Aires,6.0
41.0,Femenino,4.0,Licenciatura de Grado,,Lic. en Psicología,,30.0,"Ámbito Privado, Obra Social o Prepaga",Terapias Cognitivas/Comportamentales,,,"Terapia Cognitiva, Terapia de Aceptación y Compromiso, Emdr",,,6.0,7.0,6.0,4.0,,7.0,5.0,2.0,7.0,3.0,7.0,6.0,3.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,3.0,1.0,6.0,1.0,5.0,1.0,0.0,1.0,1.0,7.0,1.0,1.0,3.0,Provincia de Buenos Aires,7.0
45.0,Femenino,10.0,Licenciatura de Grado,,Lic. en Psicología,,14.0,Ámbito Privado,Psicoanálisis,,Lacaniano,,,,7.0,7.0,7.0,1.0,7.0,7.0,7.0,4.0,7.0,4.0,7.0,7.0,7.0,1.0,4.0,4.0,7.0,7.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,0.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,Ciudad Autónoma de Buenos Aires (CABA),4.0
40.0,Femenino,15.0,Licenciatura de Grado,Lic en psicología ,Lic. en Psicología,,30.0,Ámbito Privado,Ecléctico (más de una de estas opciones),,,,,"Psicoanálisis, Psicoanálisis vincular ",7.0,7.0,7.0,6.0,,7.0,7.0,6.0,7.0,4.0,7.0,7.0,4.0,1.0,4.0,4.0,7.0,7.0,7.0,0.0,4.0,4.0,4.0,4.0,7.0,0.0,0.0,4.0,4.0,1.0,7.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,4.0,Córdoba,7.0
33.0,Femenino,5.0,Licenciatura de Grado,,Lic. en Psicología,,14.0,"Ámbito Privado, Obra Social o Prepaga",Enfoque modular transformacional,,,,,,4.0,5.0,,1.0,2.0,4.0,6.0,1.0,4.0,4.0,4.0,7.0,4.0,1.0,1.0,7.0,7.0,5.0,1.0,4.0,7.0,7.0,7.0,5.0,5.0,7.0,4.0,4.0,7.0,5.0,1.0,1.0,1.0,4.0,6.0,5.0,1.0,1.0,1.0,Córdoba,4.0
